ID,Region,Market,Sorghum_Yellow,Sorghum_White,Sorghum_Red,Sorghum,Rice_Imported,Month,Year,Longitude,Latitude
3673,SNNP,Bodite,-,-,-,-,16,December,2015,37.89064905,7.038034865
3674,SNNP,Jinka,-,11.72,5.79,-,20,December,2015,36.56441614,5.78310286
3675,SNNP,Dimeka,-,-,-,-,20,December,2015,36.45041198,4.892522922
3676,SNNP,Masha,-,9,-,-,20,December,2015,35.47956686,7.741652627
3677,SNNP,Tepi,-,6,5.66,-,17.33,December,2015,35.36770327,7.320015599
3678,SNNP,Boniga,-,6.83,6,-,20,December,2015,36.24008346,7.388535704
3679,SNNP,Chana,-,6,5,-,20,December,2015,36.11775846,6.226550231
3680,SNNP,Arbam-minch,10,7.65,5,-,16,December,2015,37.5527474,6.024547891
3681,SNNP,Sawla,-,-,-,-,16.98,December,2015,36.87437474,6.300226567
3682,SNNP,Shewa-Bench,-,4.66,4.83,-,20,December,2015,35.166666,6.916663
3683,SNNP,Mizan-Teferi ,-,6,6,-,19.31,December,2015,35.41120174,6.883477024
3684,SNNP,Deri,-,-,4.47,-,18,December,2015,36.28577951,7.384839762
3685,SNNP,Amaro-Kele ,-,-,4.86,-,19.31,December,2015,38.03333333,6.083333333
3686,SNNP,Soyama,5.23,5.58,4.58,-,20,December,2015,37.88333333,5.7
3687,SNNP,Karate,-,8.51,-,-,20,December,2015,37.48333333,5.25
3688,SNNP,Gidola,-,5.35,4.44,-,19.31,December,2015,37.34772952,5.647078098
3689,SNNP,Tercha,-,5.46,4.25,-,18.98,December,2015,37.175334,7.146295
3690,SNNP,Besite-chere,-,-,8,-,18,December,2015,NA,NA
3691,SNNP,Lasoka,-,-,-,-,20,December,2015,36.60777815,6.30774507
3692,SNNP,Amaya,-,-,5.1,-,16,December,2015,36.68000727,7.105541206
3693,SNNP,SNNPR AVERAGE,8.68,6.76,5.38,10.52,17.92,December,2015,NA,NA
3694,GAMBELLA,Gambella,-,8,7.65,-,20,December,2015,34.58547076,8.249396585
3695,GAMBELLA,Shebo-Kire,-,-,4.35,-,20,December,2015,NA,NA
3696,GAMBELLA,Meti,-,6,5,-,18,December,2015,35.31666667,7.233333333
3697,GAMBELLA,GAMBELLA-AVERAGE,-,6.93,5.5,-,19.31,December,2015,NA,NA
3698,GAMBELLA,HARARI TOWN,8.32,11.73,7.65,-,15.83,December,2015,42.11815,9.31387
3699,DIREDAWA,Dire Dawa,-,12.32,8,-,15,December,2015,41.86611,9.59306
3700,DIREDAWA,Melka-Jebdu,-,11.49,9.95,10,15,December,2015,41.78365,9.61833
3701,DIREDAWA,Dire Dawa Average,11.32,11.88,8.48,10,15.33,December,2015,NA,NA
3702,DIREDAWA,Country level Average,9.8,8.65,6.53,10.24,17.36,December,2015,NA,NA
3703,ADDIS   ABABA ,Merkato,14,13.83,-,-,16,December,2015,38.73666372,9.0249999
3704,ADDIS   ABABA ,Kera,12.3,12.32,10,-,16,December,2015,38.75189,8.98395
3705,ADDIS   ABABA ,Zenebe work,11.32,11,9.65,-,16,December,2015,38.7078,8.98711
3706,ADDIS   ABABA ,Gergi,13,11.83,10.32,-,17,December,2015,38.80949,8.99538
3707,ADDIS   ABABA ,Saris,12,12,8.96,-,16,December,2015,38.76341,8.95198
3708,ADDIS   ABABA ,Kotebe,12.49,14,10,-,16,December,2015,38.83985,9.03713
3709,ADDIS   ABABA ,Ferensay Legasion,11.66,-,10,-,16,December,2015,38.77373,9.05919
3710,ADDIS   ABABA ,Shola (yeka),12,15.33,12,-,16,December,2015,38.79539,9.02504
3711,ADDIS   ABABA ,Asko,11.32,12.32,8.65,-,16.66,December,2015,38.692267,9.065301
3712,ADDIS   ABABA ,Addisu-Gebeya,10.82,11.25,-,-,16,December,2015,38.73727,9.05959
3713,ADDIS   ABABA ,Efoyita Gebeya,11.32,11.66,7,-,15.66,December,2015,NA,NA
3714,ADDIS   ABABA ,Akaki,11.83,12.32,9.65,-,15.66,December,2015,38.789162,8.895831
3715,ADDIS   ABABA ,Addis Ababa Average,11.98,12.47,9.54,-,16.08,December,2015,NA,NA
3716,TIGRAY,"Enda Silase	",6.54,-,-,-,20,January,2016,38.27211005,14.08944251
3717,TIGRAY,Endabaguna,-,-,6.26,-,19.66,January,2016,38.19317204,13.97860867
3718,TIGRAY,"	Adwa",4.07,-,4,-,20,January,2016,38.88818805,14.14845458
3719,TIGRAY,"	Axum",6.99,8.21,-,-,17.66,January,2016,38.71879888,14.11130791
3720,TIGRAY,"	Adigrat",-,-,-,-,18,January,2016,39.46033457,14.26667752
3721,TIGRAY,"	Wukiro",-,-,-,-,20,January,2016,39.599747,13.796083
3722,TIGRAY, Maichew,9.56,10.04,-,-,20,January,2016,39.541533,12.78792086
3723,TIGRAY,"	Mekelle",10.32,11,-,-,18,January,2016,39.47221911,13.48719005
3724,TIGRAY,"	Tigray Average	",7.12,9.68,5,-,19.14,January,2016,NA,NA
3725,AFAR,Ayisaeta,15,16,-,-,15.33,January,2016,41.43333,11.56667
3726,AFAR, Dubti ,12,12,-,-,16.98,January,2016,41.082,11.73292
3727,AFAR, Melka Werers,-,14.33,10.66,-,15.33,January,2016,40.18154914,9.340880502
3728,AFAR, AwashSabat Killo ,9.36,12,7.83,-,17.33,January,2016,8.983333333,40.16666667
3729,AFAR,Afar Average,11.9,13.48,9.14,-,16.22,January,2016,NA,NA
3730,AMHARA,Chuahit ,7.16,6,7.16,-,-,January,2016,39.311961,10.643157
3731,AMHARA,Gondar ,8,7.5,6,-,18,January,2016,37.46149667,12.59878688
3732,AMHARA,Esete,-,-,-,-,20,January,2016,37.88657423,10.92298692
3733,AMHARA,Debre-Tabor    ,8.05,-,-,-,18,January,2016,38.00833967,11.84769551
3734,AMHARA,Kobo,10.05,11.81,7.54,-,18,January,2016,39.63127424,12.16406542
3735,AMHARA,Weldiya     ,9.65,12.33,6.56,-,18.64,January,2016,39.6014117,11.82360232
3736,AMHARA,Kombolcha,9.98,10.3,-,-,16.66,January,2016,39.73724188,11.07807805
3737,AMHARA,Dessie,10.74,10.2,7.47,-,16,January,2016,39.63548793,11.11703902
3738,AMHARA,Shewa- Robit  ,12.13,7.92,-,-,16.66,January,2016,39.90269733,10.00580856
3739,AMHARA,Debre-Birhan,10.07,10.07,6.65,-,16,January,2016,39.52890047,9.67650294
3740,AMHARA,Mota ,7.62,6.67,4.85,-,17.33,January,2016,37.8807432,11.07475582
3741,AMHARA,Debre- markos,-,-,-,-,16,January,2016,37.72636868,10.33641293
3742,AMHARA,Dembecha,-,-,-,-,18,January,2016,37.48251554,10.56669266
3743,AMHARA,Bahir-Dar,-,9.65,-,-,17.66,January,2016,37.3815488,11.58416449
3744,AMHARA,Sekota,8.25,8,6.05,-,19.66,January,2016,39.03355257,12.62479803
3745,AMHARA,Amde work,-,7.94,7.6,-,18,January,2016,38.85815043,12.45920199
3746,AMHARA,Danigla,-,6.76,-,-,18,January,2016,36.83153176,11.25223153
3747,AMHARA,Chagni ,-,6,-,-,16,January,2016,36.50793596,10.95196565
3748,AMHARA,Kemise ,9.69,6.95,-,-,16,January,2016,39.85696873,10.71374234
3749,AMHARA,Bati ,8.87,10.32,-,-,15.66,January,2016,40.0181327,11.19153266
3750,AMHARA,Amhara Average,9.15,8.43,6.59,-,17.34,January,2016,NA,NA
3751,OROMIYA,Ghimbi,-,5,-,-,18,January,2016,35.83291974,9.163103789
3752,OROMIYA,Dembi-Dolo,-,5.65,5,-,19.31,January,2016,34.79748694,8.530219501
3753,OROMIYA,Shambu,-,-,-,-,17.31,January,2016,37.09431432,9.569809208
3754,OROMIYA,Nekemte,-,5.07,5,-,18,January,2016,36.54851971,9.09042469
3755,OROMIYA,Bedele,-,6,5,-,18,January,2016,36.36017384,8.454821965
3756,OROMIYA,Metu,-,10.63,7.65,-,16,January,2016,35.58726864,8.300606827
3757,OROMIYA,Jimma,-,11.66,8.32,-,15.66,January,2016,36.84385226,7.672338798
3758,OROMIYA,Agaro,7.06,5.59,5.59,-,16,January,2016,36.58627683,7.848002731
3759,OROMIYA,Ambo,-,10.92,6.82,-,17.66,January,2016,37.8446066,8.976806527
3760,OROMIYA,Weliso,-,11.1,7.49,-,16,January,2016,37.97073066,8.534178897
3761,OROMIYA,Ejere,8.97,9.5,8.43,-,20,January,2016,39.262249,8.78288
3762,OROMIYA,Fiche,9.37,8.98,7.85,11.06,18,January,2016,38.73344116,9.791083661
3763,OROMIYA,Nazareth,11,11,8.32,-,18.66,January,2016,39.26667,8.55
3764,OROMIYA,Shashe-mene ,-,-,7,-,16,January,2016,38.6,7.2
3765,OROMIYA,Diksise,-,-,-,-,16.33,January,2016,39.55824,8.059179
3766,OROMIYA,Asella,-,11,-,-,16,January,2016,39.12972322,7.949589951
3767,OROMIYA,Asebe-Teferi,-,9.32,7.83,-,15,January,2016,40.86708,9.08569
3768,OROMIYA,Bedessa,-,7,6.66,-,15.66,January,2016,40.77378712,8.902011546
3769,OROMIYA,Alemaya,-,12,8.16,-,15,January,2016,42.0166666,9.3999984
3770,OROMIYA,Boreda,-,10,10.49,-,15.66,January,2016,41.278686,9.331067
3771,OROMIYA,Adaba,-,-,-,-,17.33,January,2016,39.3890878,7.004454253
3772,OROMIYA,Robe,-,-,-,-,18,January,2016,39.631104,7.860619
3773,OROMIYA,Hagere-Mariam,-,-,-,-,18,January,2016,38.23603,5.63418
3774,OROMIYA,Negele-Borena,-,-,5.56,-,16.66,January,2016,39.583331,5.333332
3775,OROMIYA,Oromiya Average,8.99,8.46,6.97,11.06,16.96,January,2016,NA,NA
3776,SOMALIE,Shinile,-,-,10,-,16,January,2016,41.844013,9.686515
3777,SOMALIE,Arere,-,11.66,8.16,11.83,15,January,2016,37.6,8.51667
3778,SOMALIE,Jigjiga,-,8.85,8.11,-,16.66,January,2016,42.792342,9.367259
3779,SOMALIE,Hartshek,-,7.42,6.55,12,16,January,2016,43.3499986,9.1499994
3780,SOMALIE,Dolo,-,-,7.27,-,18.98,January,2016,42.059257,4.179211
3781,SOMALIE,Moyale,-,12,-,-,16,January,2016,39.056,3.527
3782,SOMALIE,Somali Average,-,9.79,7.94,11.91,16.4,January,2016,NA,NA
3783,BENISHANGUL - GUMUZ              ,Mambook,-,4,-,-,20,January,2016,NA,NA
3784,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,18,January,2016,NA,NA
3785,BENISHANGUL - GUMUZ              ,Asossa,-,5.5,5,-,17.33,January,2016,34.53730603,10.05784932
3786,BENISHANGUL - GUMUZ              ,Bambasi,-,5.85,6.2,-,20,January,2016,34.73046863,9.751504664
3787,BENISHANGUL - GUMUZ              ,Kemashi,-,3.4,2.48,-,18.64,January,2016,35.85916991,9.515450626
3788,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,2.93,2.81,-,-,January,2016,35.77048443,9.640776618
3789,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,4.18,3.83,-,18.76,January,2016,NA,NA
3790,SNNP,Welikite,9.4,-,5.3,-,17,January,2016,37.77266735,8.27732366
3791,SNNP,Butajira,-,13.22,4.33,-,15,January,2016,38.42140499,8.173264069
3792,SNNP,Hosahna,-,-,6,-,17,January,2016,37.84747123,7.538579317
3793,SNNP,Shone,-,-,-,-,20,January,2016,37.94869425,7.134857075
3794,SNNP,Doyugena,-,-,6,-,17,January,2016,37.78333,7.33333
3795,SNNP,Alaba,-,-,4.5,-,16,January,2016,38.086143,7.311546
3796,SNNP,Awasa,-,-,10,-,15.66,January,2016,38.474819,7.058624
3797,SNNP,Hagere-Selam   ,-,-,-,-,17.31,January,2016,38.51921184,6.513880636
3798,SNNP,Dilla,-,-,-,-,15.66,January,2016,38.30745962,6.410516676
3799,SNNP,Yirega-chefie ,-,-,-,-,16,January,2016,38.1988827,6.16095383
3800,SNNP,Welayita sodo,-,-,5.48,-,16,January,2016,37.749997,6.8999964
3801,SNNP,Bodite,-,-,-,-,17,January,2016,37.89064905,7.038034865
3802,SNNP,Jinka,-,11.9,6.58,-,19.31,January,2016,36.56441614,5.78310286
3803,SNNP,Dimeka,-,-,-,-,22,January,2016,36.45041198,4.892522922
3804,SNNP,Masha,-,10,-,-,20,January,2016,35.47956686,7.741652627
3805,SNNP,Tepi,-,6.16,6,-,17.66,January,2016,35.36770327,7.320015599
3806,SNNP,Boniga,-,-,-,-,19.31,January,2016,36.24008346,7.388535704
3807,SNNP,Chana,-,5,5,-,20,January,2016,36.11775846,6.226550231
3808,SNNP,Arbam-minch,10,7.65,5,-,16,January,2016,37.5527474,6.024547891
3809,SNNP,Sawla,-,-,-,-,16.29,January,2016,36.87437474,6.300226567
3810,SNNP,Shewa-Bench,-,5,4.5,-,20,January,2016,35.166666,6.916663
3811,SNNP,Mizan-Teferi ,-,6,6.32,-,18.64,January,2016,35.41120174,6.883477024
3812,SNNP,Deri,-,-,4.44,-,18,January,2016,36.28577951,7.384839762
3813,SNNP,Amaro-Kele ,-,-,3.6,-,19.31,January,2016,38.03333333,6.083333333
3814,SNNP,Soyama,-,4.49,3.4,-,18.64,January,2016,37.88333333,5.7
3815,SNNP,Karate,-,7.67,-,-,20,January,2016,37.48333333,5.25
3816,SNNP,Gidola,-,4.8,4.26,-,19.93,January,2016,37.34772952,5.647078098
3817,SNNP,Tercha,-,4.25,3.84,-,20,January,2016,37.175334,7.146295
3818,SNNP,Besite-chere,-,4.5,6,-,20,January,2016,NA,NA
3819,SNNP,Lasoka,-,-,-,-,20,January,2016,36.60777815,6.30774507
3820,SNNP,Amaya,-,-,5.1,-,16.64,January,2016,36.68000727,7.105541206
3821,SNNP,SNNPR AVERAGE,9.7,6.47,5.12,-,18.02,January,2016,NA,NA
3822,GAMBELLA,Gambella,-,8,8,-,20,January,2016,34.58547076,8.249396585
3823,GAMBELLA,Shebo-Kire,-,-,-,-,20,January,2016,NA,NA
3824,GAMBELLA,Meti,-,6,4.83,-,-,January,2016,35.31666667,7.233333333
3825,GAMBELLA,GAMBELLA-AVERAGE,-,6.93,6.22,-,20,January,2016,NA,NA
3826,GAMBELLA,HARARI TOWN,8.32,11.55,8.16,-,16.16,January,2016,42.11815,9.31387
3827,DIREDAWA,Dire Dawa,-,12,8.65,-,16,January,2016,41.86611,9.59306
3828,DIREDAWA,Melka-Jebdu,-,13,8.49,10.49,16,January,2016,41.78365,9.61833
3829,DIREDAWA,Dire Dawa Average,12,12.32,8.49,10.49,16,January,2016,NA,NA
3830,DIREDAWA,Country level Average,9.99,8.67,6.57,11.33,17.37,January,2016,NA,NA
3831,ADDIS   ABABA ,Merkato,12.66,12.32,-,-,16,January,2016,38.73666372,9.0249999
3832,ADDIS   ABABA ,Kera,12.66,12.32,11.29,-,14.66,January,2016,38.75189,8.98395
3833,ADDIS   ABABA ,Zenebe work,12.66,12,9.65,-,16.49,January,2016,38.7078,8.98711
3834,ADDIS   ABABA ,Gergi,14,14.66,11,-,17,January,2016,38.80949,8.99538
3835,ADDIS   ABABA ,Saris,12.32,12,9,-,16,January,2016,38.76341,8.95198
3836,ADDIS   ABABA ,Kotebe,13,14,10.95,-,16,January,2016,38.83985,9.03713
3837,ADDIS   ABABA ,Ferensay Legasion,12.32,12,10,-,16,January,2016,38.77373,9.05919
3838,ADDIS   ABABA ,Shola (yeka),12.66,12.66,10.32,-,16,January,2016,38.79539,9.02504
3839,ADDIS   ABABA ,Asko,12.32,12,8.65,-,16.66,January,2016,38.692267,9.065301
3840,ADDIS   ABABA ,Addisu-Gebeya,13,14,-,-,16,January,2016,38.73727,9.05959
3841,ADDIS   ABABA ,Efoyita Gebeya,12,12,7.65,-,16,January,2016,NA,NA
3842,ADDIS   ABABA ,Akaki,11.66,12.32,9.65,-,15.66,January,2016,38.789162,8.895831
3843,ADDIS   ABABA ,Addis Ababa Average,12.59,12.66,9.75,-,16.03,January,2016,NA,NA
3844,TIGRAY,"Enda Silase	",4.52,-,-,-,19.31,February,2016,38.27211005,14.08944251
3845,TIGRAY,Endabaguna,-,-,5.77,-,20,February,2016,38.19317204,13.97860867
3846,TIGRAY,"	Adwa",4,-,4.1,-,20,February,2016,38.88818805,14.14845458
3847,TIGRAY,"	Axum",6.88,8.1,-,-,18.33,February,2016,38.71879888,14.11130791
3848,TIGRAY,"	Adigrat",-,-,-,-,18,February,2016,39.46033457,14.26667752
3849,TIGRAY,"	Wukiro",-,6.85,-,-,18.64,February,2016,39.599747,13.796083
3850,TIGRAY, Maichew,10.14,8.69,-,-,20,February,2016,39.541533,12.78792086
3851,TIGRAY,"	Mekelle",10.49,11.16,-,-,18,February,2016,39.47221911,13.48719005
3852,TIGRAY,"	Tigray Average	",6.67,8.56,4.86,-,19.02,February,2016,NA,NA
3853,AFAR,Ayisaeta,14.49,16,-,-,16,February,2016,41.43333,11.56667
3854,AFAR, Dubti ,12,-,10.66,-,16,February,2016,41.082,11.73292
3855,AFAR, Melka Werers,-,12.32,9.83,-,16,February,2016,40.18154914,9.340880502
3856,AFAR, AwashSabat Killo ,9,10.49,7.49,-,17.33,February,2016,8.983333333,40.16666667
3857,AFAR,Afar Average,11.61,12.74,9.22,-,16.32,February,2016,NA,NA
3858,AMHARA,Chuahit ,6.83,5.5,6.83,-,20,February,2016,39.311961,10.643157
3859,AMHARA,Gondar ,8,7,6,-,18,February,2016,37.46149667,12.59878688
3860,AMHARA,Esete,-,-,-,-,20,February,2016,37.88657423,10.92298692
3861,AMHARA,Debre-Tabor    ,8.13,5.77,5.49,-,18,February,2016,38.00833967,11.84769551
3862,AMHARA,Kobo,9.37,11.04,8.06,-,18.64,February,2016,39.63127424,12.16406542
3863,AMHARA,Weldiya     ,9.65,12.2,6.56,-,18.64,February,2016,39.6014117,11.82360232
3864,AMHARA,Kombolcha,9.67,10,-,-,16.66,February,2016,39.73724188,11.07807805
3865,AMHARA,Dessie,11.54,11.62,6.6,-,16.66,February,2016,39.63548793,11.11703902
3866,AMHARA,Shewa- Robit  ,11.12,7.87,-,-,-,February,2016,39.90269733,10.00580856
3867,AMHARA,Debre-Birhan,10.16,10.33,5.83,-,16,February,2016,39.52890047,9.67650294
3868,AMHARA,Mota ,10.67,5.58,6.67,-,18,February,2016,37.8807432,11.07475582
3869,AMHARA,Debre- markos,-,-,-,-,16,February,2016,37.72636868,10.33641293
3870,AMHARA,Dembecha,-,-,-,-,18,February,2016,37.48251554,10.56669266
3871,AMHARA,Bahir-Dar,-,15.33,-,-,17.66,February,2016,37.3815488,11.58416449
3872,AMHARA,Sekota,8.25,8.07,5.76,-,19.66,February,2016,39.03355257,12.62479803
3873,AMHARA,Amde work,7.69,8.41,7.4,-,18,February,2016,38.85815043,12.45920199
3874,AMHARA,Danigla,-,6.2,-,-,18,February,2016,36.83153176,11.25223153
3875,AMHARA,Chagni ,-,5.48,-,-,17,February,2016,36.50793596,10.95196565
3876,AMHARA,Kemise ,10.12,6.73,-,-,16.33,February,2016,39.85696873,10.71374234
3877,AMHARA,Bati ,10.02,11.24,-,-,15.66,February,2016,40.0181327,11.19153266
3878,AMHARA,Amhara Average,9.27,8.3,6.48,-,17.69,February,2016,NA,NA
3879,OROMIYA,Ghimbi,-,5,-,-,18,February,2016,35.83291974,9.163103789
3880,OROMIYA,Dembi-Dolo,-,-,3.83,-,20,February,2016,34.79748694,8.530219501
3881,OROMIYA,Shambu,-,-,-,-,17.31,February,2016,37.09431432,9.569809208
3882,OROMIYA,Nekemte,-,5,5,-,18,February,2016,36.54851971,9.09042469
3883,OROMIYA,Bedele,-,5,4,-,18,February,2016,36.36017384,8.454821965
3884,OROMIYA,Metu,-,6.32,5.66,-,16.33,February,2016,35.58726864,8.300606827
3885,OROMIYA,Jimma,-,11,8,-,16,February,2016,36.84385226,7.672338798
3886,OROMIYA,Agaro,11.76,5.29,5.29,-,16,February,2016,36.58627683,7.848002731
3887,OROMIYA,Ambo,-,9.29,6.32,-,18,February,2016,37.8446066,8.976806527
3888,OROMIYA,Weliso,-,10.24,6.14,-,16,February,2016,37.97073066,8.534178897
3889,OROMIYA,Ejere,9.24,9.95,8.41,-,20,February,2016,39.262249,8.78288
3890,OROMIYA,Fiche,8.76,8.98,7.85,10.7,17.66,February,2016,38.73344116,9.791083661
3891,OROMIYA,Nazareth,9.32,9.65,9,-,15.66,February,2016,39.26667,8.55
3892,OROMIYA,Shashe-mene ,-,-,6,-,16,February,2016,38.6,7.2
3893,OROMIYA,Diksise,-,-,-,-,16,February,2016,39.55824,8.059179
3894,OROMIYA,Asella,-,11,-,-,16.33,February,2016,39.12972322,7.949589951
3895,OROMIYA,Asebe-Teferi,-,9.75,8.16,-,15,February,2016,40.86708,9.08569
3896,OROMIYA,Bedessa,-,6.53,6.47,-,15.66,February,2016,40.77378712,8.902011546
3897,OROMIYA,Alemaya,-,12.25,7.66,-,15,February,2016,42.0166666,9.3999984
3898,OROMIYA,Boreda,10,-,10,-,15.66,February,2016,41.278686,9.331067
3899,OROMIYA,Adaba,-,-,-,-,17.33,February,2016,39.3890878,7.004454253
3900,OROMIYA,Robe,-,-,-,-,18,February,2016,39.631104,7.860619
3901,OROMIYA,Hagere-Mariam,-,-,-,-,16,February,2016,38.23603,5.63418
3902,OROMIYA,Negele-Borena,-,-,5.58,-,16,February,2016,39.583331,5.333332
3903,OROMIYA,Oromiya Average,9.76,7.96,6.45,10.7,16.78,February,2016,NA,NA
3904,SOMALIE,Shinile,-,-,10,-,16,February,2016,41.844013,9.686515
3905,SOMALIE,Arere,-,12,8.33,12,16,February,2016,37.6,8.51667
3906,SOMALIE,Jigjiga,-,8.65,7.3,-,16,February,2016,42.792342,9.367259
3907,SOMALIE,Hartshek,-,7.11,7.28,12,16,February,2016,43.3499986,9.1499994
3908,SOMALIE,Dolo,-,-,7.38,-,18.64,February,2016,42.059257,4.179211
3909,SOMALIE,Moyale,-,12,-,-,16.66,February,2016,39.056,3.527
3910,SOMALIE,Somali Average,-,9.7,8,12,16.52,February,2016,NA,NA
3911,BENISHANGUL - GUMUZ              ,Mambook,-,4,-,-,18,February,2016,NA,NA
3912,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,17.33,February,2016,NA,NA
3913,BENISHANGUL - GUMUZ              ,Asossa,-,5.16,4.33,6,17,February,2016,34.53730603,10.05784932
3914,BENISHANGUL - GUMUZ              ,Bambasi,-,4.91,3.81,-,20,February,2016,34.73046863,9.751504664
3915,BENISHANGUL - GUMUZ              ,Kemashi,-,3.47,2.77,-,18.64,February,2016,35.85916991,9.515450626
3916,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,3.58,2.68,-,-,February,2016,35.77048443,9.640776618
3917,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,4.17,3.33,6,18.16,February,2016,NA,NA
3918,SNNP,Welikite,8.2,-,5.4,-,16,February,2016,37.77266735,8.27732366
3919,SNNP,Butajira,13.51,-,4.45,-,15,February,2016,38.42140499,8.173264069
3920,SNNP,Hosahna,-,-,6,-,17,February,2016,37.84747123,7.538579317
3921,SNNP,Shone,-,-,-,-,20,February,2016,37.94869425,7.134857075
3922,SNNP,Doyugena,-,-,6.3,8,18,February,2016,37.78333,7.33333
3923,SNNP,Alaba,-,-,4.5,-,16,February,2016,38.086143,7.311546
3924,SNNP,Awasa,-,-,10,-,16,February,2016,38.474819,7.058624
3925,SNNP,Hagere-Selam   ,-,-,-,-,16.64,February,2016,38.51921184,6.513880636
3926,SNNP,Dilla,-,-,-,-,16,February,2016,38.30745962,6.410516676
3927,SNNP,Yirega-chefie ,-,-,-,-,16,February,2016,38.1988827,6.16095383
3928,SNNP,Welayita sodo,-,-,6.16,-,16,February,2016,37.749997,6.8999964
3929,SNNP,Bodite,-,-,-,-,16.98,February,2016,37.89064905,7.038034865
3930,SNNP,Jinka,-,8.52,-,-,18,February,2016,36.56441614,5.78310286
3931,SNNP,Dimeka,-,-,-,-,21.31,February,2016,36.45041198,4.892522922
3932,SNNP,Masha,-,10,-,-,20,February,2016,35.47956686,7.741652627
3933,SNNP,Tepi,-,6,5.66,-,17.33,February,2016,35.36770327,7.320015599
3934,SNNP,Boniga,-,7.33,5.16,-,20,February,2016,36.24008346,7.388535704
3935,SNNP,Chana,-,4,4,-,20,February,2016,36.11775846,6.226550231
3936,SNNP,Arbam-minch,12,8,6,-,17,February,2016,37.5527474,6.024547891
3937,SNNP,Sawla,-,-,-,-,17.66,February,2016,36.87437474,6.300226567
3938,SNNP,Shewa-Bench,-,5,5,-,20,February,2016,35.166666,6.916663
3939,SNNP,Mizan-Teferi ,-,6,6,-,18,February,2016,35.41120174,6.883477024
3940,SNNP,Deri,-,-,4.15,-,18.64,February,2016,36.28577951,7.384839762
3941,SNNP,Amaro-Kele ,-,-,6.02,-,18.64,February,2016,38.03333333,6.083333333
3942,SNNP,Soyama,-,3.96,3.42,-,19.31,February,2016,37.88333333,5.7
3943,SNNP,Karate,-,7.67,-,-,20,February,2016,37.48333333,5.25
3944,SNNP,Gidola,-,5.94,5.07,-,19.31,February,2016,37.34772952,5.647078098
3945,SNNP,Tercha,-,8.57,7.9,-,20,February,2016,37.175334,7.146295
3946,SNNP,Besite-chere,-,3.93,4.5,-,20,February,2016,NA,NA
3947,SNNP,Lasoka,-,-,4.11,-,20,February,2016,36.60777815,6.30774507
3948,SNNP,Amaya,-,5.72,5.67,-,17.31,February,2016,36.68000727,7.105541206
3949,SNNP,SNNPR AVERAGE,11,6.2,5.34,8,18.05,February,2016,NA,NA
3950,GAMBELLA,Gambella,-,7.65,7,-,20,February,2016,34.58547076,8.249396585
3951,GAMBELLA,Shebo-Kire,-,-,4.32,-,20,February,2016,NA,NA
3952,GAMBELLA,Meti,-,5,5,-,18,February,2016,35.31666667,7.233333333
3953,GAMBELLA,GAMBELLA-AVERAGE,-,6.18,5.33,-,19.31,February,2016,NA,NA
3954,GAMBELLA,HARARI TOWN,8.65,12.16,7.98,-,16.16,February,2016,42.11815,9.31387
3955,DIREDAWA,Dire Dawa,-,12,8.65,-,16,February,2016,41.86611,9.59306
3956,DIREDAWA,Melka-Jebdu,-,13,9,10.25,16,February,2016,41.78365,9.61833
3957,DIREDAWA,Dire Dawa Average,12,12.43,8.41,10.25,16,February,2016,NA,NA
3958,DIREDAWA,Country level Average,10.05,8.2,6.5,9.55,17.37,February,2016,NA,NA
3959,ADDIS   ABABA ,Merkato,12.66,12.66,-,-,16,February,2016,38.73666372,9.0249999
3960,ADDIS   ABABA ,Kera,13.98,13.66,10.26,-,15,February,2016,38.75189,8.98395
3961,ADDIS   ABABA ,Zenebe work,12.32,-,9.65,-,16.66,February,2016,38.7078,8.98711
3962,ADDIS   ABABA ,Gergi,12,13,11.66,-,17,February,2016,38.80949,8.99538
3963,ADDIS   ABABA ,Saris,12,12.49,8.49,-,16,February,2016,38.76341,8.95198
3964,ADDIS   ABABA ,Kotebe,13,-,11.29,-,13.86,February,2016,38.83985,9.03713
3965,ADDIS   ABABA ,Ferensay Legasion,13,-,10,-,16,February,2016,38.77373,9.05919
3966,ADDIS   ABABA ,Shola (yeka),13,12,12.66,-,15.33,February,2016,38.79539,9.02504
3967,ADDIS   ABABA ,Asko,12,12.32,9.65,-,16.33,February,2016,38.692267,9.065301
3968,ADDIS   ABABA ,Addisu-Gebeya,13.49,14,12,-,17,February,2016,38.73727,9.05959
3969,ADDIS   ABABA ,Efoyita Gebeya,12,12,7.65,-,16,February,2016,NA,NA
3970,ADDIS   ABABA ,Akaki,10.49,12.16,9.65,-,16,February,2016,38.789162,8.895831
3971,ADDIS   ABABA ,Addis Ababa Average,12.46,12.68,10.17,-,15.91,February,2016,NA,NA
3972,TIGRAY,"Enda Silase	",6.95,7.07,-,-,20,March,2016,38.27211005,14.08944251
3973,TIGRAY,Endabaguna,7.31,-,-,-,19.31,March,2016,38.19317204,13.97860867
